;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;05/01/2022;0,5817;JRS CAP PROPRIO;12/04/2022 ;1;CEPE6
1;05/07/2021;0,5309;JRS CAP PROPRIO;26/08/2021  ;1;CEPE6
2;08/04/2021;1,6122;DIVIDENDO;31/12/2021 ;1;CEPE6
3;06/01/2021;1,1162;JRS CAP PROPRIO;31/12/2021 ;1;CEPE6
4;30/07/2020;1,1038;DIVIDENDO;10/12/2020 ;1;CEPE6
5;06/01/2020;0,6939;JRS CAP PROPRIO;30/06/2020 ;1;CEPE6
6;03/07/2019;0,6922;JRS CAP PROPRIO;- ;1;CEPE6
7;15/04/2019;0,6668;DIVIDENDO;- ;1;CEPE6
8;03/07/2018;0,7394;JRS CAP PROPRIO;31/12/2018 ;1;CEPE6
9;21/12/2017;1,1046;JRS CAP PROPRIO;- ;1;CEPE6
10;10/08/2017;0,3434;DIVIDENDO;- ;1;CEPE6
11;10/04/2017;0,0001;DIVIDENDO;- ;1;CEPE6
12;19/06/2015;0,2209;JUROS;- ;1;CEPE6
13;23/04/2015;0,1104;Dividendo;- ;1;CEPE6
14;30/12/2014;1,1221;JRS CAP PROPRIO;- ;1;CEPE6
15;26/04/2013;0,2226;DIVIDENDO;- ;1;CEPE6
16;18/04/2012;0,8550;DIVIDENDO;- ;1;CEPE6
17;29/12/2011;0,3301;JRS CAP PRÓPRIO;- ;1;CEPE6
18;30/09/2011;0,3301;JRS CAP PRÓPRIO;- ;1;CEPE6
19;29/08/2011;1,4005;DIVIDENDO;- ;1;CEPE6
20;30/06/2011;0,3301;JRS CAP PRÓPRIO;- ;1;CEPE6
21;26/04/2011;0,7417;DIVIDENDO;- ;1;CEPE6
22;31/03/2011;0,3301;JRS CAP PRÓPRIO;- ;1;CEPE6
23;30/12/2010;0,3122;JRS CAP PRÓPRIO;- ;1;CEPE6
24;30/09/2010;1,6745;DIVIDENDO;- ;1;CEPE6
25;30/09/2010;0,3134;JRS CAP PRÓPRIO;- ;1;CEPE6
26;30/06/2010;0,3122;JRS CAP PRÓPRIO;- ;1;CEPE6
27;01/04/2010;0,3108;JRS CAP PRÓPRIO;- ;1;CEPE6
28;29/03/2010;1,6522;DIVIDENDO;- ;1;CEPE6
29;18/12/2009;0,2960;JRS CAP PRÓPRIO;- ;1;CEPE6
30;30/09/2009;2,0409;DIVIDENDO;- ;1;CEPE6
31;30/09/2009;0,2946;JRS CAP PRÓPRIO;- ;1;CEPE6
32;29/06/2009;0,5891;JRS CAP PRÓPRIO;- ;1;CEPE6
33;25/03/2009;2,2883;DIVIDENDO;- ;1;CEPE6
34;30/12/2008;0,2774;JRS CAP PRÓPRIO;- ;1;CEPE6
35;31/10/2008;1,9563;DIVIDENDO;-  ;1;CEPE6
36;31/10/2008;0,2785;JRS CAP PRÓPRIO;- ;1;CEPE6
37;31/07/2008;0,2769;JRS CAP PRÓPRIO;- ;1;CEPE6
38;28/04/2008;0,2769;JRS CAP PRÓPRIO;- ;1;CEPE6
39;25/04/2008;1,7227;DIVIDENDO;- ;1;CEPE6
40;20/12/2007;0,2627;JRS CAP PRÓPRIO;- ;1;CEPE6
41;31/10/2007;0,2592;JRS CAP PRÓPRIO;- ;1000;CEPE6
42;01/10/2007;1,5751;DIVIDENDO;- ;1000;CEPE6
43;30/07/2007;0,2695;JRS CAP PRÓPRIO;- ;1000;CEPE6
44;28/05/2007;0,2695;JRS CAP PRÓPRIO;- ;1000;CEPE6
45;28/03/2007;1,7527;DIVIDENDO;- ;1000;CEPE6
46;18/12/2006;0,2784;JRS CAP PRÓPRIO;- ;1000;CEPE6
47;17/11/2006;0,3049;JRS CAP PRÓPRIO;- ;1000;CEPE6
48;24/07/2006;0,3329;JRS CAP PRÓPRIO;- ;1000;CEPE6
49;23/05/2006;0,3653;JRS CAP PRÓPRIO;- ;1000;CEPE6
50;07/03/2006;0,8848;DIVIDENDO;- ;1000;CEPE6
51;07/03/2006;0,7212;DIVIDENDO;- ;1000;CEPE6
52;22/12/2005;0,9205;JRS CAP PRÓPRIO;- ;1000;CEPE6
53;30/03/2005;0,0623;DIVIDENDO;- ;1000;CEPE6
54;13/12/2004;0,1298;JRS CAP PRÓPRIO;- ;1000;CEPE6
55;31/03/2004;0,7327;DIVIDENDO;- ;1000;CEPE6
56;29/12/2003;0,7006;JRS CAP PRÓPRIO;- ;1000;CEPE6
57;29/04/2003;0,1886;DIVIDENDO;- ;1000;CEPE6
58;29/04/2002;1,3899;DIVIDENDO;- ;1000;CEPE6
59;04/01/2002;0,2268;JRS CAP PRÓPRIO;- ;1000;CEPE6
60;29/06/2001;0,3693;JRS CAP PRÓPRIO;- ;1000;CEPE6
61;02/01/2001;0,8287;JRS CAP PRÓPRIO;- ;1000;CEPE6
62;22/02/2000;0,0890;DIVIDENDO;- ;1000;CEPE6
63;21/01/2000;0,4740;JRS CAP PRÓPRIO;- ;1000;CEPE6
64;01/10/1999;0,3340;JRS CAP PRÓPRIO;- ;1000;CEPE6
65;10/05/1999;0,1800;JRS CAP PRÓPRIO;- ;1000;CEPE6
66;30/12/1998;0,2379;JRS CAP PRÓPRIO;- ;1000;CEPE6
67;31/07/1998;0,3621;JRS CAP PRÓPRIO;- ;1000;CEPE6
