;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;09/12/2021;0,2393;JRS CAP PROPRIO;20/12/2021 ;1
1;09/12/2021;11,9481;DIVIDENDO;20/12/2021 ;1
2;05/02/2021;0,3111;DIVIDENDO;17/02/2021 ;1
3;05/02/2021;0,9076;DIVIDENDO;17/02/2021 ;1
4;09/12/2020;0,2262;JRS CAP PROPRIO;18/12/2020 ;1
5;09/12/2020;7,8987;DIVIDENDO;18/12/2020 ;1
6;31/01/2020;1,1042;DIVIDENDO;10/02/2020 ;1
7;09/12/2019;1,3402;JRS CAP PROPRIO;27/12/2019 ;1
8;09/12/2019;11,3190;REST CAP DIN;27/12/2019 ;1
9;09/12/2019;14,9096;DIVIDENDO;27/12/2019 ;1
10;04/01/2019;0,0858;JRS CAP PROPRIO;17/01/2019 ;1
11;05/12/2018;1,0690;JRS CAP PROPRIO;18/12/2018 ;1
12;09/11/2018;3,7241;DIVIDENDO;23/11/2018 ;1
13;26/12/2017;1,4010;JRS CAP PROPRIO;- ;1
14;10/11/2017;5,7960;DIVIDENDO;- ;1
15;20/02/2017;3,3829;DIVIDENDO;- ;1
16;20/12/2016;1,4005;JRS CAP PROPRIO;- ;1
17;18/02/2016;10,4190;DIVIDENDO;- ;1
18;17/12/2015;1,5877;JUROS;- ;1
19;17/12/2015;1,1762;DIVIDENDO;- ;1
20;30/04/2015;2,7308;Dividendo;- ;1
21;30/04/2015;0,1645;Dividendo;- ;1
22;11/12/2014;1,2811;JRS CAP PROPRIO;- ;1
23;28/04/2014;0,4370;DIVIDENDO;- ;1
24;11/12/2013;1,0107;JRS CAP PRÓPRIO;- ;1
25;04/12/2012;1,1591;DIVIDENDO;- ;1
26;04/12/2012;0,6381;JRS CAP PRÓPRIO;- ;1
27;15/12/2011;0,0479;JRS CAP PRÓPRIO;- ;1
28;16/11/2011;0,0959;JRS CAP PRÓPRIO;- ;1
29;27/10/2011;0,1438;JRS CAP PRÓPRIO;- ;1
30;28/06/2011;0,3396;JRS CAP PRÓPRIO;- ;1
31;29/04/2011;0,7521;DIVIDENDO;- ;1
32;28/04/2011;1,1682;DIVIDENDO;- ;1
33;28/04/2011;1,0783;DIVIDENDO;- ;1
34;28/04/2011;0,4161;DIVIDENDO;- ;1
35;16/12/2010;0,0805;JRS CAP PRÓPRIO;- ;1
36;25/10/2010;0,4493;DIVIDENDO;- ;1
37;25/10/2010;0,0854;JRS CAP PRÓPRIO;- ;1
38;27/08/2010;0,0854;JRS CAP PRÓPRIO;- ;1
39;30/06/2010;0,3093;JRS CAP PRÓPRIO;- ;1
40;27/04/2010;0,9884;DIVIDENDO;- ;1
41;27/04/2010;0,8986;DIVIDENDO;- ;1
42;27/04/2010;0,6910;DIVIDENDO;- ;1
43;29/03/2010;0,2525;DIVIDENDO;- ;1
44;30/12/2009;0,0373;JRS CAP PRÓPRIO;- ;1
45;08/12/2009;0,5782;JRS CAP PRÓPRIO;- ;1
46;23/04/2009;0,8986;DIVIDENDO;- ;1
47;23/04/2009;0,4493;DIVIDENDO;- ;1
48;23/04/2009;0,4482;DIVIDENDO;- ;1
49;10/04/2008;1,3479;DIVIDENDO;- ;1
50;10/04/2008;0,5634;DIVIDENDO;- ;1
51;16/10/2007;0,4412;DIVIDENDO;- ;1
52;09/08/2007;4,1335;DIVIDENDO;- ;1000
53;26/04/2007;10,7831;DIVIDENDO;- ;1000
54;26/04/2007;5,3466;DIVIDENDO;- ;1000
55;26/04/2007;5,3397;DIVIDENDO;- ;1000
56;16/11/2006;15,9949;DIVIDENDO;- ;1000
57;28/04/2006;13,6777;DIVIDENDO;- ;1000
58;28/11/2005;4,4930;DIVIDENDO;- ;1000
59;12/09/2005;8,9859;DIVIDENDO;- ;1000
60;25/04/2005;13,7913;DIVIDENDO;- ;1000
61;29/04/2004;2,2874;DIVIDENDO;- ;1000
62;25/04/2003;2,3810;DIVIDENDO;- ;1000
63;26/04/2002;1,4328;DIVIDENDO;- ;1000
