;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;29/04/2021;0,6366;DIVIDENDO;28/12/2021 ;1
1;29/04/2021;0,6366;DIVIDENDO;29/06/2021 ;1
2;30/12/2020;0,9470;JRS CAP PROPRIO;28/12/2021 ;1
3;30/12/2020;0,9470;JRS CAP PROPRIO;29/06/2021 ;1
4;28/04/2020;0,4817;DIVIDENDO;28/12/2020 ;1
5;30/12/2019;0,6341;JRS CAP PROPRIO;28/12/2020 ;1
6;30/12/2019;0,6341;JRS CAP PROPRIO;29/06/2020 ;1
7;30/04/2019;0,4794;DIVIDENDO;27/12/2019 ;1
8;30/04/2019;0,4794;DIVIDENDO;28/06/2019 ;1
9;30/04/2018;0,2318;DIVIDENDO;28/12/2018 ;1
10;30/04/2018;0,2318;DIVIDENDO;29/06/2018 ;1
11;29/04/2016;0,9111;DIVIDENDO;- ;1
12;30/04/2015;3,5772;Dividendo;- ;1
13;30/04/2014;0,1826;DIVIDENDO;- ;1
14;30/12/2013;1,2040;JRS CAP PRÓPRIO;- ;1
15;30/12/2013;1,2040;JRS CAP PROPRIO;- ;1
16;30/04/2012;0,2399;DIVIDENDO;- ;1
17;29/12/2011;1,4128;JRS CAP PRÓPRIO;- ;1
18;29/12/2011;0,6055;JRS CAP PRÓPRIO;-  ;1
19;30/12/2010;1,9067;JRS CAP PRÓPRIO;- ;1
20;30/04/2010;0,8875;DIVIDENDO;- ;1
21;27/04/2009;1,8020;DIVIDENDO;- ;1
22;28/04/2008;0,6960;DIVIDENDO;- ;1
23;17/12/2007;1,7163;JRS CAP PRÓPRIO;- ;1
24;30/04/2007;0,0181;DIVIDENDO;- ;1
25;31/08/2006;0,0612;JRS CAP PRÓPRIO;- ;1
26;27/04/2006;0,0109;DIVIDENDO;- ;1
27;29/12/2005;0,0494;JRS CAP PRÓPRIO;- ;1
28;29/04/2005;0,0003;DIVIDENDO;- ;1
29;30/12/2004;0,0581;JRS CAP PRÓPRIO;- ;1
30;29/12/2003;0,0342;JRS CAP PRÓPRIO;- ;1
31;27/04/2001;0,0012;DIVIDENDO;- ;1
32;28/04/2000;0,0005;DIVIDENDO;- ;1
33;30/04/1998;0,0133;JRS CAP PRÓPRIO;- ;1
34;30/04/1998;0,0015;DIVIDENDO;- ;1
35;30/04/1997;0,0162;JRS CAP PRÓPRIO;- ;1
36;30/04/1997;0,0029;DIVIDENDO;- ;1
