;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2010-01-04;2.4867000579833984;2.504600048065185;2.438800096511841;2.478600025177002;2.478600025177002;0;
1;2010-01-05;2.485300064086914;2.489799976348877;2.4727001190185547;2.4860999584198;2.4860999584198;0;0.3
2;2010-01-06;2.4860999584198;2.4930999279022217;2.4326000213623047;2.4867000579833984;2.4867000579833984;0;0.02
3;2010-01-07;2.4867000579833984;2.500699996948242;2.478300094604492;2.489000082015991;2.489000082015991;0;0.09
4;2010-01-08;2.493799924850464;2.5023000240325928;2.4756999015808105;2.4863998889923096;2.4863998889923096;0;-0.1
5;2010-01-11;2.498800039291382;2.5165998935699463;2.4890999794006348;2.515899896621704;2.515899896621704;0;1.19
6;2010-01-12;2.515199899673462;2.527899980545044;2.509999990463257;2.5230000019073486;2.5230000019073486;0;0.28
7;2010-01-13;2.526700019836426;2.5348000526428223;2.5213000774383545;2.529599905014038;2.529599905014038;0;0.26
8;2010-01-14;2.5510001182556152;2.5625;2.535399913787842;2.553499937057495;2.553499937057495;0;0.94
9;2010-01-15;2.5322999954223637;2.5467000007629395;2.524399995803833;2.536600112915039;2.536600112915039;0;-0.66
10;2010-01-18;2.5446999073028564;2.549999952316284;2.5271999835968018;2.537600040435791;2.537600040435791;0;0.04
11;2010-01-19;2.530100107192993;2.539799928665161;2.5155999660491943;2.5313000679016118;2.5313000679016118;0;-0.25
12;2010-01-20;2.512200117111206;2.527100086212158;2.50440001487732;2.5220000743865967;2.5220000743865967;0;-0.37
13;2010-01-21;2.4727001190185547;2.538599967956543;2.4727001190185547;2.538599967956543;2.538599967956543;0;0.66
14;2010-01-22;2.537899971008301;2.583899974822998;2.5220000743865967;2.5741000175476074;2.5741000175476074;0;1.4
15;2010-01-25;2.5741000175476074;2.580899953842163;2.524199962615967;2.524199962615967;2.524199962615967;0;-1.94
16;2010-01-26;2.5532000064849854;2.595400094985962;2.552999973297119;2.582900047302246;2.582900047302246;0;2.33
17;2010-01-27;2.577699899673462;2.6191000938415527;2.570499897003174;2.599100112915039;2.599100112915039;0;0.63
18;2010-01-28;2.5969998836517334;2.6152000427246094;2.579200029373169;2.6119000911712646;2.6119000911712646;0;0.49
19;2010-01-29;2.601999998092652;2.6122000217437744;2.5808000564575195;2.597599983215332;2.597599983215332;0;-0.55
20;2010-02-01;2.5922000408172607;2.638000011444092;2.5876998901367188;2.5894999504089355;2.5894999504089355;0;-0.31
21;2010-02-02;2.58240008354187;2.5862998962402344;2.549499988555908;2.55430006980896;2.55430006980896;0;-1.36
22;2010-02-03;2.5188000202178955;2.571199893951416;2.5188000202178955;2.571199893951416;2.571199893951416;0;0.66
23;2010-02-04;2.5517001152038574;2.60290002822876;2.5445001125335693;2.5917000770568848;2.5917000770568848;0;0.8
24;2010-02-05;2.566499948501587;2.5838000774383545;2.553999900817871;2.559299945831299;2.559299945831299;0;-1.25
25;2010-02-08;2.5617001056671143;2.576499938964844;2.529900074005127;2.551399946212769;2.551399946212769;0;-0.31
26;2010-02-09;2.55649995803833;2.5710999965667725;2.533099889755249;2.5427000522613525;2.5427000522613525;0;-0.34
27;2010-02-10;2.537800073623657;2.546099901199341;2.52239990234375;2.546099901199341;2.546099901199341;0;0.13
28;2010-02-11;2.5441999435424805;2.547800064086914;2.520900011062622;2.525000095367432;2.525000095367432;0;-0.83
29;2010-02-12;2.5295000076293945;2.5353000164031982;2.506999969482422;2.533699989318848;2.533699989318848;0;0.34
30;2010-02-15;2.5253000259399414;2.5339999198913574;2.5157999992370605;2.5190999507904053;2.5190999507904053;0;-0.58
31;2010-02-16;2.526400089263916;2.5364999771118164;2.503900051116944;2.525000095367432;2.525000095367432;0;0.23
32;2010-02-17;2.5304999351501465;2.550800085067749;2.4937000274658203;2.496900081634521;2.496900081634521;0;-1.11
33;2010-02-18;2.481800079345703;2.489300012588501;2.4681999683380127;2.468400001525879;2.468400001525879;0;-1.14
34;2010-02-19;2.451499938964844;2.470000028610229;2.424299955368042;2.440000057220459;2.440000057220459;0;-1.15
35;2010-02-22;2.4644999504089355;2.4660000801086426;2.4316999912261963;2.454400062561035;2.454400062561035;0;0.59
36;2010-02-23;2.46399998664856;2.475100040435791;2.441200017929077;2.463099956512451;2.463099956512451;0;0.35
37;2010-02-24;2.4660000801086426;2.4744999408721924;2.461400032043457;2.4686999320983887;2.4686999320983887;0;0.23
38;2010-02-25;2.450700044631958;2.479599952697754;2.448400020599365;2.4763998985290527;2.4763998985290527;0;0.31
39;2010-02-26;2.472899913787842;2.484600067138672;2.4518001079559326;2.4567999839782715;2.4567999839782715;0;-0.79
40;2010-03-01;2.451299905776977;2.4611001014709477;2.422499895095825;2.4260001182556152;2.4260001182556152;0;-1.25
41;2010-03-02;2.42549991607666;2.428800106048584;2.3849000930786133;2.3849000930786133;2.3849000930786133;0;-1.69
42;2010-03-03;2.440200090408325;2.446199893951416;2.4242000579833984;2.435400009155273;2.435400009155273;0;2.12
43;2010-03-04;2.4410998821258545;2.4516000747680664;2.4244000911712646;2.4258999824523926;2.4258999824523926;0;-0.39
44;2010-03-05;2.4237000942230225;2.427999973297119;2.407500028610229;2.416399955749512;2.416399955749512;0;-0.39
45;2010-03-08;2.4261999130249023;2.439199924468994;2.414099931716919;2.4293999671936035;2.4293999671936035;0;0.54
46;2010-03-09;2.4293999671936035;2.4372000694274902;2.4189999103546143;2.427799940109253;2.427799940109253;0;-0.07
47;2010-03-10;2.408600091934204;2.420399904251098;2.4030001163482666;2.411200046539306;2.411200046539306;0;-0.68
48;2010-03-11;2.4077999591827397;2.4189000129699707;2.4063000679016118;2.4154999256134038;2.4154999256134038;0;0.18
49;2010-03-12;2.4130001068115234;2.4296998977661133;2.41129994392395;2.421799898147583;2.421799898147583;0;0.26
50;2010-03-15;2.4186999797821045;2.4214000701904297;2.405400037765503;2.405400037765503;2.405400037765503;0;-0.68
51;2010-03-16;2.4105000495910645;2.4286999702453613;2.4056999683380127;2.426800012588501;2.426800012588501;0;0.89
52;2010-03-17;2.4321999549865723;2.437299966812134;2.414799928665161;2.4249000549316406;2.4249000549316406;0;-0.08
53;2010-03-18;2.4249000549316406;2.439500093460083;2.382999897003174;2.424799919128418;2.424799919128418;0;-0.0
54;2010-03-19;2.4337000846862797;2.435800075531006;2.4179999828338623;2.4303998947143555;2.4303998947143555;0;0.23
55;2010-03-22;2.428400039672852;2.4412999153137207;2.425600051879883;2.43560004234314;2.43560004234314;0;0.21
56;2010-03-23;2.379199981689453;2.416800022125244;2.379199981689453;2.4063000679016118;2.4063000679016118;0;-1.2
57;2010-03-24;2.381700038909912;2.3921000957489014;2.367500066757202;2.388999938964844;2.388999938964844;0;-0.72
58;2010-03-25;2.32229995727539;2.409199953079224;2.32229995727539;2.4003000259399414;2.4003000259399414;0;0.47
59;2010-03-26;2.4258999824523926;2.441999912261963;2.414400100708008;2.4388999938964844;2.4388999938964844;0;1.61
60;2010-03-29;2.4388999938964844;2.4511001110076904;2.425100088119507;2.4303998947143555;2.4303998947143555;0;-0.35
61;2010-03-30;2.4303998947143555;2.4303998947143555;2.4019999504089355;2.405400037765503;2.405400037765503;0;-1.03
